Number_of_Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype,OBJECTID
45,2014,12,RTO,IN KENNEL,4502
37,2014,12,TNR,,4503
5,2014,12,TRANSFER,,4504
144,2014,12,TRANSFER,KHS,4505
58,2014,12,TRANSFER,RESCUE GRP,4506
39,2014,12,TRANSPORT,RESCUE GRP,4507
2,2015,1,ADOPTION,,4508
4,2015,1,ADOPTION,3RD PARTY,4509
1,2015,1,ADOPTION,EVENT,4510
5,2015,1,ADOPTION,FACEBOOK,4511
7,2015,1,ADOPTION,FOSTER,4512
8,2015,1,ADOPTION,FRIEND,4513
21,2015,1,ADOPTION,INTERNET,4514
15,2015,1,ADOPTION,PROMO,4515
1,2015,1,ADOPTION,PRV ADOPT,4516
5,2015,1,ADOPTION,PS HURST,4517
13,2015,1,ADOPTION,PS OUTER,4518
11,2015,1,ADOPTION,REFERRAL,4519
1,2015,1,ADOPTION,TV OTHER,4520
60,2015,1,ADOPTION,WALK IN,4521
2,2015,1,ADOPTION,WEB METRO,4522
3,2015,1,ADOPTION,WEB PF,4523
1,2015,1,DIED,IN FOSTER,4524
1,2015,1,DIED,IN KENNEL,4525
1,2015,1,DISPOSAL,,4526
2,2015,1,DISPOSAL,BY OWNER,4527
1,2015,1,DISPOSAL,CREM-PRIV,4528
17,2015,1,DISPOSAL,DEAD ARRIV,4529
46,2015,1,EUTH,BEHAV OBSV,4530
3,2015,1,EUTH,CONTAG DIS,4531
16,2015,1,EUTH,MEDICAL,4532
47,2015,1,EUTH,REQUESTED,4533
1,2015,1,EUTH,TIME/SPACE,4534
9,2015,1,FOSTER,,4535
1,2015,1,FOSTER,BEHAV OBSV,4536
13,2015,1,FOSTER,MEDICAL,4537
9,2015,1,FOSTER,TIME/SPACE,4538
17,2015,1,FOSTER,TOO YOUNG,4539
14,2015,1,RTF,,4540
11,2015,1,RTO,,4541
14,2015,1,RTO,IN FIELD,4542
32,2015,1,RTO,IN KENNEL,4543
44,2015,1,TNR,,4544
4,2015,1,TRANSFER,,4545
100,2015,1,TRANSFER,KHS,4546
78,2015,1,TRANSFER,RESCUE GRP,4547
54,2015,1,TRANSPORT,RESCUE GRP,4548
1,2015,2,,,4549
2,2015,2,ADOPTION,3RD PARTY,4550
2,2015,2,ADOPTION,EVENT,4551
1,2015,2,ADOPTION,FACEBOOK,4552
2,2015,2,ADOPTION,FOSTER,4553
5,2015,2,ADOPTION,FRIEND,4554
25,2015,2,ADOPTION,INTERNET,4555
1,2015,2,ADOPTION,NEWSLETTER,4556
1,2015,2,ADOPTION,PROMO,4557
2,2015,2,ADOPTION,PRV ADOPT,4558
9,2015,2,ADOPTION,PS OUTER,4559
7,2015,2,ADOPTION,REFERRAL,4560
74,2015,2,ADOPTION,WALK IN,4561
6,2015,2,ADOPTION,WEB PF,4562
2,2015,2,DIED,IN FOSTER,4563
1,2015,2,DIED,IN KENNEL,4564
3,2015,2,DISPOSAL,,4565
12,2015,2,DISPOSAL,BY OWNER,4566
8,2015,2,DISPOSAL,DEAD ARRIV,4567
1,2015,2,DISPOSAL,STRAY,4568
1,2015,2,EUTH,,4569
2,2015,2,EUTH,BEHAV HIST,4570
14,2015,2,EUTH,BEHAV OBSV,4571
2,2015,2,EUTH,CONTAG DIS,4572
12,2015,2,EUTH,MEDICAL,4573
31,2015,2,EUTH,REQUESTED,4574
6,2015,2,EUTH,TIME/SPACE,4575
13,2015,2,FOSTER,,4576
1,2015,2,FOSTER,BEHAV OBSV,4577
11,2015,2,FOSTER,MEDICAL,4578
1,2015,2,FOSTER,TIME/SPACE,4579
16,2015,2,FOSTER,TOO YOUNG,4580
5,2015,2,RTF,,4581
20,2015,2,RTO,,4582
7,2015,2,RTO,IN FIELD,4583
26,2015,2,RTO,IN KENNEL,4584
30,2015,2,TNR,,4585
16,2015,2,TRANSFER,,4586
100,2015,2,TRANSFER,KHS,4587
57,2015,2,TRANSFER,RESCUE GRP,4588
1,2015,2,TRANSPORT,,4589
37,2015,2,TRANSPORT,RESCUE GRP,4590
1,2015,3,,,4591
1,2015,3,ADOPTION,3RD PARTY,4592
3,2015,3,ADOPTION,FACEBOOK,4593
2,2015,3,ADOPTION,FOSTER,4594
8,2015,3,ADOPTION,FRIEND,4595
33,2015,3,ADOPTION,INTERNET,4596
3,2015,3,ADOPTION,PROMO,4597
10,2015,3,ADOPTION,PRV ADOPT,4598
1,2015,3,ADOPTION,PS HURST,4599
14,2015,3,ADOPTION,PS OUTER,4600
5,2015,3,ADOPTION,REFERRAL,4601
1,2015,3,ADOPTION,TV METRO,4602
1,2015,3,ADOPTION,TV WHAS,4603
56,2015,3,ADOPTION,WALK IN,4604
2,2015,3,ADOPTION,WEB PF,4605
1,2015,3,DIED,AT VET,4606
4,2015,3,DIED,IN FOSTER,4607
2,2015,3,DIED,IN KENNEL,4608
3,2015,3,DISPOSAL,,4609
7,2015,3,DISPOSAL,BY OWNER,4610
20,2015,3,DISPOSAL,DEAD ARRIV,4611
3,2015,3,DISPOSAL,NECROPSY,4612
2,2015,3,DISPOSAL,STRAY,4613
30,2015,3,EUTH,BEHAV OBSV,4614
5,2015,3,EUTH,CONTAG DIS,4615
22,2015,3,EUTH,MEDICAL,4616
42,2015,3,EUTH,REQUESTED,4617
5,2015,3,EUTH,TIME/SPACE,4618
1,2015,3,FOSTER,,4619
1,2015,3,FOSTER,BEHAV OBSV,4620
1,2015,3,FOSTER,CONTAG DIS,4621
5,2015,3,FOSTER,MEDICAL,4622
3,2015,3,FOSTER,TIME/SPACE,4623
2,2015,3,FOSTER,TOO OLD,4624
19,2015,3,FOSTER,TOO YOUNG,4625
2,2015,3,RTF,,4626
6,2015,3,RTO,,4627
19,2015,3,RTO,IN FIELD,4628
43,2015,3,RTO,IN KENNEL,4629
49,2015,3,TNR,,4630
1,2015,3,TRANSFER,,4631
7,2015,3,TRANSFER,AN CONTROL,4632
94,2015,3,TRANSFER,KHS,4633
72,2015,3,TRANSFER,RESCUE GRP,4634
1,2015,3,TRANSFER,WILDLIFE,4635
13,2015,3,TRANSPORT,,4636
11,2015,3,TRANSPORT,RESCUE GRP,4637
2,2015,4,,,4638
2,2015,4,ADOPTION,3RD PARTY,4639
1,2015,4,ADOPTION,EVENT,4640
2,2015,4,ADOPTION,FOSTER,4641
5,2015,4,ADOPTION,FRIEND,4642
29,2015,4,ADOPTION,INTERNET,4643
9,2015,4,ADOPTION,PRV ADOPT,4644
4,2015,4,ADOPTION,PS HURST,4645
10,2015,4,ADOPTION,PS OUTER,4646
5,2015,4,ADOPTION,REFERRAL,4647
1,2015,4,ADOPTION,TV METRO,4648
45,2015,4,ADOPTION,WALK IN,4649
2,2015,4,ADOPTION,WEB PF,4650
1,2015,4,DIED,AT VET,4651
1,2015,4,DIED,ENROUTE,4652
3,2015,4,DIED,IN FOSTER,4653
5,2015,4,DIED,IN KENNEL,4654
3,2015,4,DISPOSAL,BY OWNER,4655
12,2015,4,DISPOSAL,DEAD ARRIV,4656
1,2015,4,DISPOSAL,STRAY,4657
20,2015,4,EUTH,BEHAV OBSV,4658
2,2015,4,EUTH,CONTAG DIS,4659
25,2015,4,EUTH,MEDICAL,4660
48,2015,4,EUTH,REQUESTED,4661
14,2015,4,EUTH,TIME/SPACE,4662
5,2015,4,FOSTER,BEHAV OBSV,4663
6,2015,4,FOSTER,MEDICAL,4664
7,2015,4,FOSTER,TIME/SPACE,4665
29,2015,4,FOSTER,TOO YOUNG,4666
1,2015,4,RELEASE,,4667
2,2015,4,RELEASE,WILDLIFE,4668
2,2015,4,RTF,,4669
1,2015,4,RTO,,4670
15,2015,4,RTO,IN FIELD,4671
63,2015,4,RTO,IN KENNEL,4672
42,2015,4,TNR,,4673
1,2015,4,TRANSFER,AN CONTROL,4674
108,2015,4,TRANSFER,KHS,4675
60,2015,4,TRANSFER,RESCUE GRP,4676
42,2015,4,TRANSPORT,RESCUE GRP,4677
2,2015,5,ADOPTION,,4678
2,2015,5,ADOPTION,3RD PARTY,4679
1,2015,5,ADOPTION,EVENT,4680
1,2015,5,ADOPTION,FACEBOOK,4681
4,2015,5,ADOPTION,FOSTER,4682
7,2015,5,ADOPTION,FRIEND,4683
30,2015,5,ADOPTION,INTERNET,4684
3,2015,5,ADOPTION,NEWSLETTER,4685
3,2015,5,ADOPTION,PROMO,4686
11,2015,5,ADOPTION,PRV ADOPT,4687
2,2015,5,ADOPTION,PS HURST,4688
7,2015,5,ADOPTION,PS OUTER,4689
9,2015,5,ADOPTION,REFERRAL,4690
3,2015,5,ADOPTION,TV METRO,4691
1,2015,5,ADOPTION,TV WHAS,4692
36,2015,5,ADOPTION,WALK IN,4693
2,2015,5,ADOPTION,WEB METRO,4694
1,2015,5,ADOPTION,WEB PF,4695
2,2015,5,DIED,ENROUTE,4696
5,2015,5,DIED,IN KENNEL,4697
2,2015,5,DISPOSAL,,4698
1,2015,5,DISPOSAL,BY OWNER,4699
20,2015,5,DISPOSAL,DEAD ARRIV,4700
1,2015,5,EUTH,BEHAV HIST,4701
31,2015,5,EUTH,BEHAV OBSV,4702
6,2015,5,EUTH,CONTAG DIS,4703
38,2015,5,EUTH,MEDICAL,4704
50,2015,5,EUTH,REQUESTED,4705
4,2015,5,EUTH,TOO YOUNG,4706
2,2015,5,FOSTER,BEHAV OBSV,4707
14,2015,5,FOSTER,MEDICAL,4708
3,2015,5,FOSTER,TIME/SPACE,4709
32,2015,5,FOSTER,TOO YOUNG,4710
7,2015,5,RTF,,4711
10,2015,5,RTO,,4712
12,2015,5,RTO,IN FIELD,4713
53,2015,5,RTO,IN KENNEL,4714
40,2015,5,TNR,,4715
8,2015,5,TRANSFER,,4716
99,2015,5,TRANSFER,KHS,4717
20,2015,5,TRANSFER,RESCUE GRP,4718
45,2015,5,TRANSPORT,RESCUE GRP,4719
1,2015,6,ADOPTION,,4720
1,2015,6,ADOPTION,3RD PARTY,4721
1,2015,6,ADOPTION,EVENT,4722
1,2015,6,ADOPTION,EXCHANGE,4723
3,2015,6,ADOPTION,FACEBOOK,4724
5,2015,6,ADOPTION,FOSTER,4725
10,2015,6,ADOPTION,FRIEND,4726
47,2015,6,ADOPTION,INTERNET,4727
2,2015,6,ADOPTION,PROMO,4728
9,2015,6,ADOPTION,PRV ADOPT,4729
4,2015,6,ADOPTION,PS HURST,4730
14,2015,6,ADOPTION,PS OUTER,4731
9,2015,6,ADOPTION,REFERRAL,4732
1,2015,6,ADOPTION,TV OTHER,4733
46,2015,6,ADOPTION,WALK IN,4734
1,2015,6,ADOPTION,WEB METRO,4735
1,2015,6,DIED,AT VET,4736
3,2015,6,DIED,ENROUTE,4737
2,2015,6,DIED,IN FOSTER,4738
10,2015,6,DIED,IN KENNEL,4739
1,2015,6,DISPOSAL,,4740
6,2015,6,DISPOSAL,BY OWNER,4741
19,2015,6,DISPOSAL,DEAD ARRIV,4742
1,2015,6,DISPOSAL,NECROPSY,4743
2,2015,6,DISPOSAL,STRAY,4744
1,2015,6,EUTH,AGRESSION,4745
1,2015,6,EUTH,BEHAV HIST,4746
40,2015,6,EUTH,BEHAV OBSV,4747
28,2015,6,EUTH,CONTAG DIS,4748
82,2015,6,EUTH,MEDICAL,4749
44,2015,6,EUTH,REQUESTED,4750
9,2015,6,EUTH,TIME/SPACE,4751
4,2015,6,EUTH,TOO YOUNG,4752
1,2015,6,FOSTER,,4753
3,2015,6,FOSTER,BEHAV OBSV,4754
4,2015,6,FOSTER,CONTAG DIS,4755
9,2015,6,FOSTER,MEDICAL,4756
1,2015,6,FOSTER,RESCUE GRP,4757
28,2015,6,FOSTER,TIME/SPACE,4758
35,2015,6,FOSTER,TOO YOUNG,4759
4,2015,6,RTF,,4760
2,2015,6,RTO,,4761
14,2015,6,RTO,IN FIELD,4762
58,2015,6,RTO,IN KENNEL,4763
74,2015,6,TNR,,4764
1,2015,6,TRANSFER,,4765
110,2015,6,TRANSFER,KHS,4766
41,2015,6,TRANSFER,RESCUE GRP,4767
47,2015,6,TRANSPORT,RESCUE GRP,4768
10,2015,7,ADOPTION,,4769
1,2015,7,ADOPTION,3RD PARTY,4770
2,2015,7,ADOPTION,EVENT,4771
3,2015,7,ADOPTION,FACEBOOK,4772
2,2015,7,ADOPTION,FOSTER,4773
10,2015,7,ADOPTION,FRIEND,4774
57,2015,7,ADOPTION,INTERNET,4775
5,2015,7,ADOPTION,NEWSLETTER,4776
15,2015,7,ADOPTION,PRV ADOPT,4777
5,2015,7,ADOPTION,PS HURST,4778
25,2015,7,ADOPTION,PS OUTER,4779
14,2015,7,ADOPTION,REFERRAL,4780
2,2015,7,ADOPTION,TV OTHER,4781
33,2015,7,ADOPTION,WALK IN,4782
1,2015,7,ADOPTION,WEB METRO,4783
4,2015,7,ADOPTION,WEB PF,4784
1,2015,7,DIED,AT VET,4785
2,2015,7,DIED,ENROUTE,4786
3,2015,7,DIED,IN KENNEL,4787
5,2015,7,DISPOSAL,,4788
1,2015,7,DISPOSAL,BY OWNER,4789
29,2015,7,DISPOSAL,DEAD ARRIV,4790
2,2015,7,DISPOSAL,STRAY,4791
1,2015,7,EUTH,,4792
52,2015,7,EUTH,BEHAV OBSV,4793
16,2015,7,EUTH,CONTAG DIS,4794
1,2015,7,EUTH,FELV,4795
79,2015,7,EUTH,MEDICAL,4796
58,2015,7,EUTH,REQUESTED,4797
14,2015,7,EUTH,TIME/SPACE,4798
9,2015,7,EUTH,TOO YOUNG,4799
1,2015,7,FOSTER,,4800
3,2015,7,FOSTER,BEHAV OBSV,4801
20,2015,7,FOSTER,MEDICAL,4802
1,2015,7,FOSTER,PREGNANT,4803
2,2015,7,FOSTER,RESCUE GRP,4804
16,2015,7,FOSTER,TIME/SPACE,4805
22,2015,7,FOSTER,TOO YOUNG,4806
11,2015,7,RTF,,4807
8,2015,7,RTO,,4808
17,2015,7,RTO,IN FIELD,4809
53,2015,7,RTO,IN KENNEL,4810
73,2015,7,TNR,,4811
87,2015,7,TRANSFER,KHS,4812
72,2015,7,TRANSFER,RESCUE GRP,4813
42,2015,7,TRANSPORT,RESCUE GRP,4814
8,2015,8,ADOPTION,,4815
4,2015,8,ADOPTION,EVENT,4816
5,2015,8,ADOPTION,FACEBOOK,4817
3,2015,8,ADOPTION,FOSTER,4818
21,2015,8,ADOPTION,FRIEND,4819
59,2015,8,ADOPTION,INTERNET,4820
3,2015,8,ADOPTION,NEWSLETTER,4821
18,2015,8,ADOPTION,PRV ADOPT,4822
4,2015,8,ADOPTION,PS HURST,4823
17,2015,8,ADOPTION,PS OUTER,4824
1,2015,8,ADOPTION,RADIO MAX,4825
5,2015,8,ADOPTION,RADIO OTHR,4826
15,2015,8,ADOPTION,REFERRAL,4827
2,2015,8,ADOPTION,TV OTHER,4828
1,2015,8,ADOPTION,TV WLKY,4829
41,2015,8,ADOPTION,WALK IN,4830
2,2015,8,ADOPTION,WEB METRO,4831
5,2015,8,ADOPTION,WEB PF,4832
1,2015,8,ADOPTION,WEB PH,4833
4,2015,8,DIED,IN FOSTER,4834
8,2015,8,DIED,IN KENNEL,4835
1,2015,8,DISPOSAL,,4836
2,2015,8,DISPOSAL,BY OWNER,4837
16,2015,8,DISPOSAL,DEAD ARRIV,4838
2,2015,8,DISPOSAL,NECROPSY,4839
3,2015,8,DISPOSAL,STRAY,4840
31,2015,8,EUTH,BEHAV OBSV,4841
36,2015,8,EUTH,CONTAG DIS,4842
55,2015,8,EUTH,MEDICAL,4843
88,2015,8,EUTH,REQUESTED,4844
8,2015,8,EUTH,TIME/SPACE,4845
9,2015,8,EUTH,TOO YOUNG,4846
5,2015,8,FOSTER,,4847
1,2015,8,FOSTER,BEHAV OBSV,4848
11,2015,8,FOSTER,CONTAG DIS,4849
22,2015,8,FOSTER,MEDICAL,4850
2,2015,8,FOSTER,RESCUE GRP,4851
31,2015,8,FOSTER,TIME/SPACE,4852
26,2015,8,FOSTER,TOO YOUNG,4853
10,2015,8,RTF,,4854
3,2015,8,RTO,,4855
12,2015,8,RTO,IN FIELD,4856
57,2015,8,RTO,IN KENNEL,4857
97,2015,8,TNR,,4858
3,2015,8,TRANSFER,,4859
1,2015,8,TRANSFER,AN CONTROL,4860
15,2015,8,TRANSFER,KHS,4861
22,2015,8,TRANSFER,RESCUE GRP,4862
30,2015,8,TRANSPORT,RESCUE GRP,4863
1,2015,9,ADOPTION,,4864
2,2015,9,ADOPTION,3RD PARTY,4865
2,2015,9,ADOPTION,EVENT,4866
4,2015,9,ADOPTION,FACEBOOK,4867
8,2015,9,ADOPTION,FOSTER,4868
19,2015,9,ADOPTION,FRIEND,4869
35,2015,9,ADOPTION,INTERNET,4870
5,2015,9,ADOPTION,NEWSLETTER,4871
7,2015,9,ADOPTION,PROMO,4872
10,2015,9,ADOPTION,PRV ADOPT,4873
3,2015,9,ADOPTION,PS HURST,4874
16,2015,9,ADOPTION,PS OUTER,4875
1,2015,9,ADOPTION,RADIO OTHR,4876
12,2015,9,ADOPTION,REFERRAL,4877
1,2015,9,ADOPTION,TV METRO,4878
1,2015,9,ADOPTION,TV OTHER,4879
1,2015,9,ADOPTION,TV WLKY,4880
36,2015,9,ADOPTION,WALK IN,4881
6,2015,9,ADOPTION,WEB PF,4882
1,2015,9,DIED,ENROUTE,4883
2,2015,9,DIED,IN FOSTER,4884
6,2015,9,DIED,IN KENNEL,4885
1,2015,9,DISPOSAL,,4886
2,2015,9,DISPOSAL,BY OWNER,4887
19,2015,9,DISPOSAL,DEAD ARRIV,4888
3,2015,9,DISPOSAL,NECROPSY,4889
1,2015,9,DISPOSAL,STRAY,4890
2,2015,9,EUTH,,4891
2,2015,9,EUTH,BEHAV HIST,4892
29,2015,9,EUTH,BEHAV OBSV,4893
32,2015,9,EUTH,CONTAG DIS,4894
39,2015,9,EUTH,MEDICAL,4895
58,2015,9,EUTH,REQUESTED,4896
1,2015,9,FOSTER,BEHAV OBSV,4897
6,2015,9,FOSTER,MEDICAL,4898
1,2015,9,FOSTER,RESCUE GRP,4899
15,2015,9,FOSTER,TIME/SPACE,4900
1,2015,9,FOSTER,TOO OLD,4901
14,2015,9,FOSTER,TOO YOUNG,4902
1,2015,9,RELEASE,WILDLIFE,4903
18,2015,9,RTF,,4904
7,2015,9,RTO,,4905
15,2015,9,RTO,IN FIELD,4906
53,2015,9,RTO,IN KENNEL,4907
106,2015,9,TNR,,4908
3,2015,9,TRANSFER,,4909
10,2015,9,TRANSFER,KHS,4910
1,2015,9,TRANSFER,RES WAGGIN,4911
25,2015,9,TRANSFER,RESCUE GRP,4912
47,2015,9,TRANSPORT,RESCUE GRP,4913
6,2015,10,ADOPTION,,4914
33,2015,10,ADOPTION,EVENT,4915
17,2015,10,ADOPTION,FACEBOOK,4916
8,2015,10,ADOPTION,FOSTER,4917
25,2015,10,ADOPTION,FRIEND,4918
100,2015,10,ADOPTION,INTERNET,4919
3,2015,10,ADOPTION,NEWSLETTER,4920
1,2015,10,ADOPTION,PROMO,4921
8,2015,10,ADOPTION,PRV ADOPT,4922
7,2015,10,ADOPTION,PS HURST,4923
20,2015,10,ADOPTION,PS OUTER,4924
1,2015,10,ADOPTION,RADIO OTHR,4925
2,2015,10,ADOPTION,RADIO WDJX,4926
11,2015,10,ADOPTION,REFERRAL,4927
12,2015,10,ADOPTION,TV OTHER,4928
4,2015,10,ADOPTION,TV WHAS,4929
3,2015,10,ADOPTION,TV WLKY,4930
44,2015,10,ADOPTION,WALK IN,4931
5,2015,10,ADOPTION,WEB PF,4932
1,2015,10,DIED,AT VET,4933
4,2015,10,DIED,IN FOSTER,4934
5,2015,10,DIED,IN KENNEL,4935
1,2015,10,DISPOSAL,,4936
3,2015,10,DISPOSAL,BY OWNER,4937
27,2015,10,DISPOSAL,DEAD ARRIV,4938
1,2015,10,DISPOSAL,STRAY,4939
47,2015,10,EUTH,BEHAV OBSV,4940
21,2015,10,EUTH,CONTAG DIS,4941
40,2015,10,EUTH,MEDICAL,4942
53,2015,10,EUTH,REQUESTED,4943
3,2015,10,EUTH,TIME/SPACE,4944
4,2015,10,FOSTER,,4945
4,2015,10,FOSTER,BEHAV OBSV,4946
2,2015,10,FOSTER,CONTAG DIS,4947
17,2015,10,FOSTER,MEDICAL,4948
3,2015,10,FOSTER,RESCUE GRP,4949
16,2015,10,FOSTER,TIME/SPACE,4950
1,2015,10,FOSTER,TOO OLD,4951
19,2015,10,FOSTER,TOO YOUNG,4952
3,2015,10,RTF,,4953
7,2015,10,RTO,,4954
12,2015,10,RTO,IN FIELD,4955
69,2015,10,RTO,IN KENNEL,4956
102,2015,10,TNR,,4957
11,2015,10,TRANSFER,,4958
22,2015,10,TRANSFER,AN CONTROL,4959
23,2015,10,TRANSFER,KHS,4960
27,2015,10,TRANSFER,RESCUE GRP,4961
1,2015,10,TRANSFER,WILDLIFE,4962
27,2015,10,TRANSPORT,RESCUE GRP,4963
9,2015,11,ADOPTION,,4964
1,2015,11,ADOPTION,3RD PARTY,4965
28,2015,11,ADOPTION,EVENT,4966
15,2015,11,ADOPTION,FACEBOOK,4967
6,2015,11,ADOPTION,FOSTER,4968
19,2015,11,ADOPTION,FRIEND,4969
64,2015,11,ADOPTION,INTERNET,4970
3,2015,11,ADOPTION,NEWSLETTER,4971
6,2015,11,ADOPTION,PROMO,4972
13,2015,11,ADOPTION,PRV ADOPT,4973
14,2015,11,ADOPTION,PS OUTER,4974
14,2015,11,ADOPTION,REFERRAL,4975
1,2015,11,ADOPTION,TV METRO,4976
1,2015,11,ADOPTION,TV OTHER,4977
3,2015,11,ADOPTION,TV WHAS,4978
1,2015,11,ADOPTION,TV WLKY,4979
29,2015,11,ADOPTION,WALK IN,4980
2,2015,11,ADOPTION,WEB PF,4981
3,2015,11,DIED,IN FOSTER,4982
3,2015,11,DIED,IN KENNEL,4983
2,2015,11,DISPOSAL,,4984
4,2015,11,DISPOSAL,BY OWNER,4985
11,2015,11,DISPOSAL,DEAD ARRIV,4986
1,2015,11,DISPOSAL,NECROPSY,4987
1,2015,11,DISPOSAL,STRAY,4988
1,2015,11,EUTH,AGRESSION,4989
23,2015,11,EUTH,BEHAV OBSV,4990
4,2015,11,EUTH,CONTAG DIS,4991
44,2015,11,EUTH,MEDICAL,4992
42,2015,11,EUTH,REQUESTED,4993
14,2015,11,FOSTER,,4994
1,2015,11,FOSTER,BEHAV OBSV,4995
16,2015,11,FOSTER,MEDICAL,4996
15,2015,11,FOSTER,TIME/SPACE,4997
17,2015,11,FOSTER,TOO YOUNG,4998
1,2015,11,RELEASE,WILDLIFE,4999
3,2015,11,RTF,,5000
8,2015,11,RTO,,5001
12,2015,11,RTO,IN FIELD,5002
32,2015,11,RTO,IN KENNEL,5003
53,2015,11,TNR,,5004
7,2015,11,TRANSFER,,5005
69,2015,11,TRANSFER,KHS,5006
48,2015,11,TRANSFER,RESCUE GRP,5007
2,2015,12,ADOPTION,,5008
1,2015,12,ADOPTION,3RD PARTY,5009
3,2015,12,ADOPTION,EVENT,5010
5,2015,12,ADOPTION,FACEBOOK,5011
1,2015,12,ADOPTION,FOSTER,5012
5,2015,12,ADOPTION,FRIEND,5013
46,2015,12,ADOPTION,INTERNET,5014
4,2015,12,ADOPTION,PRV ADOPT,5015
7,2015,12,ADOPTION,PS HURST,5016
21,2015,12,ADOPTION,PS OUTER,5017
13,2015,12,ADOPTION,REFERRAL,5018
1,2015,12,ADOPTION,TV WLKY,5019
39,2015,12,ADOPTION,WALK IN,5020
1,2015,12,ADOPTION,WEB PF,5021
3,2015,12,DIED,IN KENNEL,5022
9,2015,12,DISPOSAL,BY OWNER,5023
16,2015,12,DISPOSAL,DEAD ARRIV,5024
1,2015,12,DISPOSAL,NECROPSY,5025
1,2015,12,EUTH,,5026
1,2015,12,EUTH,BEHAV HIST,5027
23,2015,12,EUTH,BEHAV OBSV,5028
4,2015,12,EUTH,CONTAG DIS,5029
18,2015,12,EUTH,MEDICAL,5030
53,2015,12,EUTH,REQUESTED,5031
2,2015,12,EUTH,TIME/SPACE,5032
1,2015,12,FOSTER,,5033
10,2015,12,FOSTER,MEDICAL,5034
7,2015,12,FOSTER,TIME/SPACE,5035
1,2015,12,FOSTER,TOO OLD,5036
4,2015,12,FOSTER,TOO YOUNG,5037
1,2015,12,RELEASE,WILDLIFE,5038
12,2015,12,RTF,,5039
3,2015,12,RTO,,5040
10,2015,12,RTO,IN FIELD,5041
48,2015,12,RTO,IN KENNEL,5042
47,2015,12,TNR,,5043
33,2015,12,TRANSFER,KHS,5044
37,2015,12,TRANSFER,RESCUE GRP,5045
1,2015,12,TRANSFER,WILDLIFE,5046
72,2015,12,TRANSPORT,RESCUE GRP,5047
1,2016,1,ADOPTION,3RD PARTY,5048
1,2016,1,ADOPTION,EVENT,5049
15,2016,1,ADOPTION,FACEBOOK,5050
4,2016,1,ADOPTION,FOSTER,5051
16,2016,1,ADOPTION,FRIEND,5052
39,2016,1,ADOPTION,INTERNET,5053
21,2016,1,ADOPTION,PRV ADOPT,5054
11,2016,1,ADOPTION,PS OUTER,5055
18,2016,1,ADOPTION,REFERRAL,5056
2,2016,1,ADOPTION,TV OTHER,5057
3,2016,1,ADOPTION,TV WHAS,5058
1,2016,1,ADOPTION,TV WLKY,5059
32,2016,1,ADOPTION,WALK IN,5060
3,2016,1,DIED,,5061
4,2016,1,DIED,ENROUTE,5062
1,2016,1,DIED,IN FOSTER,5063
1,2016,1,DIED,IN KENNEL,5064
3,2016,1,DISPOSAL,BY OWNER,5065
15,2016,1,DISPOSAL,DEAD ARRIV,5066
1,2016,1,DISPOSAL,STRAY,5067
31,2016,1,EUTH,BEHAV OBSV,5068
1,2016,1,EUTH,CONTAG DIS,5069
16,2016,1,EUTH,MEDICAL,5070
25,2016,1,EUTH,REQUESTED,5071
3,2016,1,EUTH,TIME/SPACE,5072
6,2016,1,FOSTER,,5073
4,2016,1,FOSTER,BEHAV OBSV,5074
10,2016,1,FOSTER,MEDICAL,5075
13,2016,1,FOSTER,RESCUE GRP,5076
9,2016,1,FOSTER,TIME/SPACE,5077
1,2016,1,FOSTER,TOO OLD,5078
1,2016,1,MISSING EX,,5079
4,2016,1,RTF,,5080
2,2016,1,RTO,,5081
13,2016,1,RTO,IN FIELD,5082
53,2016,1,RTO,IN KENNEL,5083
38,2016,1,SNR,,5084
4,2016,1,TRANSFER,,5085
41,2016,1,TRANSFER,KHS,5086
58,2016,1,TRANSFER,RESCUE GRP,5087
21,2016,1,TRANSPORT,,5088
19,2016,1,TRANSPORT,RESCUE GRP,5089
1,2016,2,,,5090
1,2016,2,ADOPTION,,5091
4,2016,2,ADOPTION,3RD PARTY,5092
11,2016,2,ADOPTION,FACEBOOK,5093
6,2016,2,ADOPTION,FOSTER,5094
10,2016,2,ADOPTION,FRIEND,5095
64,2016,2,ADOPTION,INTERNET,5096
2,2016,2,ADOPTION,NEWSLETTER,5097
12,2016,2,ADOPTION,PRV ADOPT,5098
9,2016,2,ADOPTION,PS HURST,5099
19,2016,2,ADOPTION,PS OUTER,5100
17,2016,2,ADOPTION,REFERRAL,5101
1,2016,2,ADOPTION,TV WLKY,5102
22,2016,2,ADOPTION,WALK IN,5103
1,2016,2,ADOPTION,WEB PF,5104
1,2016,2,DIED,IN KENNEL,5105
1,2016,2,DISPOSAL,,5106
3,2016,2,DISPOSAL,BY OWNER,5107
19,2016,2,DISPOSAL,DEAD ARRIV,5108
2,2016,2,DISPOSAL,NECROPSY,5109
1,2016,2,DISPOSAL,STRAY,5110
1,2016,2,EUTH,,5111
24,2016,2,EUTH,BEHAV OBSV,5112
4,2016,2,EUTH,CONTAG DIS,5113
17,2016,2,EUTH,MEDICAL,5114
42,2016,2,EUTH,REQUESTED,5115
1,2016,2,EUTH,TIME/SPACE,5116
6,2016,2,FOSTER,,5117
3,2016,2,FOSTER,BEHAV OBSV,5118
